INSPECTION_TYPE,JOB_TICKET_OR_WORK_ORDER_ID,JOB_ID,JOB_PROGRESS,BBL,BORO_CODE,BLOCK,LOT,HOUSE_NUMBER,STREET_NAME,ZIP_CODE,X_COORD,Y_COORD,LATITUDE,LONGITUDE,BOROUGH,INSPECTION_DATE,RESULT,APPROVED_DATE,LOCATION
BAIT,4097,PO62114,2,2025060022,2,02506,0022,1214,SHAKESPEARE AVENUE,10452,1005474,244285,40.8371614693471,-73.9233022942653,Bronx,02/25/2010 12:23:57 PM,Bait applied,02/25/2010 01:04:58 PM,"(40.8371614693471, -73.9233022942653)"
BAIT,4098,PO62115,2,2025060016,2,02506,0016,1204,SHAKESPEARE AVENUE,10452,1005472,244172,40.8368513228659,-73.9233098799211,Bronx,02/25/2010 12:31:50 PM,Bait applied,02/25/2010 01:05:09 PM,"(40.8368513228659, -73.9233098799211)"
BAIT,4099,PO62116,2,2025230166,2,02523,0166,983,SUMMIT AVENUE,10452,1003494,242685,40.8327744812035,-73.9304627212081,Bronx,02/25/2010 11:09:04 AM,Bait applied,02/25/2010 01:05:34 PM,"(40.8327744812035, -73.9304627212081)"
BAIT,4100,PO62117,2,2025120023,2,02512,0023,130,WEST 165 STREET,10452,1004098,243251,40.8343266466653,-73.9282782988923,Bronx,02/25/2010 11:19:04 AM,Bait applied,02/25/2010 01:05:23 PM,"(40.8343266466653, -73.9282782988923)"
BAIT,4102,PO20283,3,2028190051,2,02819,0051,1515,SELWYN AVENUE,10457,1008991,245666,40.8408379151634,-73.910309187823,Bronx,02/25/2010 12:29:16 PM,Bait applied,03/01/2010 09:32:53 AM,"(40.8408379151634, -73.910309187823)"
BAIT,4105,PO37702,3,2031420001,2,03142,0001,2010,VALENTINE AVENUE,10457,1011924,249159,40.8508151271328,-73.9005109276955,Bronx,02/25/2010 12:09:00 PM,Bait applied,03/01/2010 09:33:25 AM,"(40.8508151271328, -73.9005109276955)"
BAIT,4108,PO29504,3,2031430122,2,03143,0122,2097,WEBSTER AVENUE,10457,1012383,249926,40.8524625180112,-73.8980179208113,Bronx,02/25/2010 12:02:01 PM,Bait applied,02/25/2010 03:46:41 PM,"(40.8524625180112, -73.8980179208113)"
BAIT,4109,PO29502,3,2031430123,2,03143,0123,2095,WEBSTER AVENUE,10457,1012401,249883,40.8524323422748,-73.8980360406753,Bronx,02/25/2010 11:47:14 AM,Bait applied,03/01/2010 09:33:35 AM,"(40.8524323422748, -73.8980360406753)"
BAIT,4110,PO29508,3,2031430132,2,03143,0132,363,EAST 180 STREET,10457,1012304,249746,40.8521477170192,-73.8989726853148,Bronx,02/25/2010 12:04:48 PM,Bait applied,03/01/2010 09:33:49 AM,"(40.8521477170192, -73.8989726853148)"
BAIT,4111,PO45853,5,2029470041,2,02947,0041,1881,BELMONT AVENUE,10457,186218688,186220672,-82.8414228898292,-148.721482035027,Bronx,02/25/2010 09:22:22 AM,Bait applied,02/25/2010 03:58:40 PM,"(-82.8414228898292, -148.721482035027)"
BAIT,4120,PO25861,3,2024330062,2,02433,0062,1077,TELLER AVENUE,10456,1008232,241450,40.8293673353587,-73.9133418938938,Bronx,02/25/2010 11:08:54 AM,Bait applied,02/25/2010 03:52:02 PM,"(40.8293673353587, -73.9133418938938)"
BAIT,4121,PO34508,5,2024330076,2,02433,0076,1047,TELLER AVENUE,10456,1008085,241239,40.8287944424866,-73.9138768112314,Bronx,02/25/2010 11:01:24 AM,Bait applied,02/25/2010 04:00:16 PM,"(40.8287944424866, -73.9138768112314)"
BAIT,4122,PO24998,5,2024350007,2,02435,0007,1200,COLLEGE AVENUE,10456,1008269,242661,40.8329079753396,-73.9132866910926,Bronx,02/25/2010 11:50:53 AM,Bait applied,03/01/2010 09:34:01 AM,"(40.8329079753396, -73.9132866910926)"
BAIT,4124,PO23006,5,2024360004,2,02436,0004,1230,COLLEGE AVENUE,10456,1008433,242979,40.8337776616411,-73.9127724114682,Bronx,02/25/2010 12:04:44 PM,Bait applied,03/01/2010 09:34:20 AM,"(40.8337776616411, -73.9127724114682)"
BAIT,4127,PO24954,5,2024520073,2,02452,0073,1171,GRANT AVENUE,10456,1007578,242657,40.8327257160211,-73.915491253942,Bronx,02/25/2010 12:24:19 PM,Bait applied,03/01/2010 09:34:56 AM,"(40.8327257160211, -73.915491253942)"
BAIT,4129,PO19880,4,2024610058,2,02461,0058,960,GRAND CONCOURSE,10456,1006191,241376,40.8293181703267,-73.9213349377953,Bronx,02/25/2010 10:42:10 AM,Bait applied,03/01/2010 09:35:40 AM,"(40.8293181703267, -73.9213349377953)"
BAIT,4130,PO22243,3,2024660001,2,02466,0001,101,EAST 168 STREET,10452,1006940,244057,40.8363836446159,-73.9182259032619,Bronx,02/25/2010 10:24:16 AM,Bait applied,03/01/2010 09:35:53 AM,"(40.8363836446159, -73.9182259032619)"
BAIT,4134,PO31481,3,2028000006,2,02800,0006,1814,WEEKS AVENUE,10457,1009931,247961,40.8472391460992,-73.9071803603031,Bronx,02/25/2010 09:11:59 AM,Bait applied,02/25/2010 04:09:19 PM,"(40.8472391460992, -73.9071803603031)"
BAIT,4135,PO15009,5,2029470041,2,02947,0041,1881,BELMONT AVENUE,10457,1013847,247021,40.8446468740184,-73.89302971662,Bronx,02/25/2010 09:25:37 AM,Bait applied,02/25/2010 03:59:23 PM,"(40.8446468740184, -73.89302971662)"
BAIT,4140,PO47389,4,4119450062,4,11945,0062,107-56,SUTPHIN BOULEVARD,11435,1039797,191920,40.6932784807664,-73.7996924306582,Queens,02/25/2010 11:37:06 AM,Bait applied,03/01/2010 08:56:20 AM,"(40.6932784807664, -73.7996924306582)"
BAIT,4143,PO47385,4,4119450065,4,11945,0065,107-60,SUTPHIN BOULEVARD,11435,1039802,191914,40.6932619808139,-73.7996744497435,Queens,02/25/2010 11:03:45 AM,Bait applied,03/01/2010 09:00:37 AM,"(40.6932619808139, -73.7996744497435)"
BAIT,4144,PO47391,4,4119450065,4,11945,0065,107-58,SUTPHIN BOULEVARD,11435,1039800,191917,40.6932702276521,-73.7996816371604,Queens,02/25/2010 11:20:29 AM,Bait applied,03/01/2010 10:04:45 AM,"(40.6932702276521, -73.7996816371604)"
BAIT,4145,PO51884,3,4117160042,4,11716,0042,122-34,ROCKAWAY BOULEVARD,11420,1035535,185394,40.675398117001,-73.815109479428,Queens,02/25/2010 10:29:56 AM,Bait applied,03/01/2010 10:08:03 AM,"(40.675398117001, -73.815109479428)"
BAIT,4146,PO36908,7,2030500128,2,03050,0128,2263,BASSFORD AVENUE,10457,1013864,250606,40.8544865475154,-73.8929524356729,Bronx,02/25/2010 10:19:56 AM,Bait applied,02/25/2010 03:59:59 PM,"(40.8544865475154, -73.8929524356729)"
BAIT,4147,PO36907,7,2030500129,2,03050,0129,2261,BASSFORD AVENUE,10457,1013857,250596,40.8544591240682,-73.8929777848308,Bronx,02/25/2010 10:17:57 AM,Bait applied,02/25/2010 04:00:37 PM,"(40.8544591240682, -73.8929777848308)"
BAIT,4148,PO18084,7,2030690067,2,03069,0067,2078,ARTHUR AVENUE,10457,1014248,248557,40.8488613739206,-73.8915734446109,Bronx,02/25/2010 10:10:46 AM,Bait applied,02/25/2010 04:01:11 PM,"(40.8488613739206, -73.8915734446109)"
BAIT,4149,PO17173,7,2032760031,2,03276,0031,372,EAST 194 STREET,10458,1014560,253933,40.8636157692797,-73.8904213514547,Bronx,02/25/2010 10:47:41 AM,Bait applied,02/25/2010 04:36:02 PM,"(40.8636157692797, -73.8904213514547)"
BAIT,4150,PO17171,7,2032760133,2,03276,0133,2611,DECATUR AVENUE,10458,1014561,253791,40.8632260201677,-73.8904183782091,Bronx,02/25/2010 10:32:21 AM,Bait applied,02/25/2010 04:36:16 PM,"(40.8632260201677, -73.8904183782091)"
BAIT,4151,PO17170,7,2032760134,2,03276,0134,2609,DECATUR AVENUE,10458,1014551,253778,40.8631903735536,-73.8904545917243,Bronx,02/25/2010 10:30:35 AM,Bait applied,02/25/2010 03:41:20 PM,"(40.8631903735536, -73.8904545917243)"
BAIT,4152,PO17615,7,2032790075,2,03279,0075,2867,WEBSTER AVENUE,10458,1016326,255184,40.86704313222,-73.8840304000394,Bronx,02/25/2010 11:18:10 AM,Bait applied,02/25/2010 04:01:57 PM,"(40.86704313222, -73.8840304000394)"
BAIT,4153,PO16196,7,2032870001,2,03287,0001,301,EAST 193 STREET,10458,1014075,254088,40.8640428477719,-73.8921741767256,Bronx,02/25/2010 10:37:41 AM,Bait applied,02/25/2010 04:10:15 PM,"(40.8640428477719, -73.8921741767256)"
BAIT,4154,PO17617,7,2033140051,2,03314,0051,2701,GRAND CONCOURSE,10468,1013544,255323,40.8674343140837,-73.894088618253,Bronx,02/25/2010 10:55:06 AM,Bait applied,02/25/2010 04:00:51 PM,"(40.8674343140837, -73.894088618253)"
BAIT,4155,PO34503,5,2024220020,2,02422,0020,298,EAST 163 STREET,10451,1007321,240572,40.8269599038986,-73.9166367773166,Bronx,02/25/2010 01:20:22 PM,Bait applied,02/25/2010 03:26:32 PM,"(40.8269599038986, -73.9166367773166)"
BAIT,4156,PO15007,5,2043520001,2,04352,0001,789,ASTOR AVENUE,10467,1021812,252577,40.8598660947898,-73.8642093926991,Bronx,02/25/2010 11:36:30 AM,Bait applied,02/25/2010 04:01:29 PM,"(40.8598660947898, -73.8642093926991)"
BAIT,4157,PO22007,5,2043380006,2,04338,0006,655,PELHAM PARKWAY NORTH,10467,1020386,251805,40.8577473822955,-73.8693681004896,Bronx,02/25/2010 11:44:04 AM,Bait applied,02/25/2010 03:52:19 PM,"(40.8577473822955, -73.8693681004896)"
BAIT,4158,PO31229,5,2043530016,2,04353,0016,2324,BARNES AVENUE,10467,1021959,252685,40.8601561366128,-73.8636767524321,Bronx,02/25/2010 11:32:37 AM,Bait applied,02/25/2010 03:52:51 PM,"(40.8601561366128, -73.8636767524321)"
BAIT,4159,PO38921,5,2046430031,2,04643,0031,664,EAST 213 STREET,10467,1021241,259674,40.8793475263972,-73.8662345424449,Bronx,02/25/2010 11:21:20 AM,Bait applied,02/25/2010 03:39:29 PM,"(40.8793475263972, -73.8662345424449)"
BAIT,4160,PO17400,5,2043370077,2,04337,0077,617,REISS PLACE,10467,1020195,252059,40.858451077658,-73.8700580945136,Bronx,02/25/2010 12:15:51 PM,Bait applied,02/25/2010 03:39:43 PM,"(40.858451077658, -73.8700580945136)"
BAIT,4161,PO41668,5,2037430063,2,03743,0063,1149,STRATFORD AVENUE,10472,1018719,240821,40.8276120582406,-73.8754519150697,Bronx,02/25/2010 12:42:30 PM,Bait applied,02/25/2010 04:04:19 PM,"(40.8276120582406, -73.8754519150697)"
BAIT,4163,PO16095,7,2028000008,2,02800,0008,1824,WEEKS AVENUE,10457,1009891,247976,40.8472804327866,-73.9073248871639,Bronx,02/25/2010 12:49:54 PM,Bait applied,02/25/2010 04:04:35 PM,"(40.8472804327866, -73.9073248871639)"
BAIT,4164,PO15795,7,2028000064,2,02800,0064,236,EAST 176 STREET,10457,1010478,247997,40.8473363473624,-73.9052030302841,Bronx,02/25/2010 12:53:56 PM,Bait applied,02/25/2010 04:04:48 PM,"(40.8473363473624, -73.9052030302841)"
BAIT,4165,PO21081,7,2036820001,2,03682,0001,2010,BRUCKNER BOULEVARD,10473,1024298,240298,40.8261471925216,-73.8552949338868,Bronx,02/25/2010 01:21:49 PM,Bait applied,03/01/2010 09:45:24 AM,"(40.8261471925216, -73.8552949338868)"
BAIT,4166,PO25895,5,2033290083,2,03329,0083,1,EAST 213 STREET,10467,1017645,261793,40.8851721502437,-73.8792270407472,Bronx,02/25/2010 09:56:10 AM,Bait applied,03/01/2010 09:11:51 AM,"(40.8851721502437, -73.8792270407472)"
BAIT,4167,PO22092,5,2039370045,2,03937,0045,1408,WHITE PLAINS ROAD,10462,1022162,243792,40.8357524600224,-73.8629937160837,Bronx,02/25/2010 10:31:26 AM,Bait applied,02/25/2010 03:40:02 PM,"(40.8357524600224, -73.8629937160837)"
BAIT,4168,PO17398,5,2043200022,2,04320,0022,750,PELHAM PARKWAY SOUTH,10462,1021530,251274,40.8562909598488,-73.8652361515838,Bronx,02/25/2010 10:14:56 AM,Bait applied,02/25/2010 04:05:00 PM,"(40.8562909598488, -73.8652361515838)"
BAIT,4169,PO27307,5,2031680016,2,03168,0016,2608,CRESTON AVENUE,10468,1012906,254534,40.8652651071924,-73.8963966577169,Bronx,02/25/2010 11:21:40 AM,Bait applied,03/01/2010 09:46:00 AM,"(40.8652651071924, -73.8963966577169)"
BAIT,4170,PO32003,5,2031680056,2,03168,0056,2605,GRAND CONCOURSE,10468,1013180,254338,40.8647319980664,-73.8954089864645,Bronx,02/25/2010 11:11:25 AM,Bait applied,02/25/2010 04:05:15 PM,"(40.8647319980664, -73.8954089864645)"
BAIT,4171,PO15005,5,2032340065,2,03234,0065,212,WEST FORDHAM ROAD,10468,1009198,253356,40.8620488653607,-73.9098097882175,Bronx,02/25/2010 10:43:27 AM,Bait applied,03/01/2010 09:12:04 AM,"(40.8620488653607, -73.9098097882175)"
BAIT,4172,PO38562,5,2032790075,2,03279,0075,394,BEDFORD PARK BL EAST,10458,1016391,255333,40.8674518539643,-73.8837946660978,Bronx,02/25/2010 11:00:59 AM,Bait applied,03/01/2010 09:12:25 AM,"(40.8674518539643, -73.8837946660978)"
BAIT,4173,PO28678,5,2024360025,2,02436,0025,312,EAST 169 STREET,10456,1008687,243358,40.8346088247963,-73.9116937025845,Bronx,02/25/2010 12:18:33 PM,Bait applied,03/01/2010 09:49:23 AM,"(40.8346088247963, -73.9116937025845)"
BAIT,4174,PO24785,5,2024820040,2,02482,0040,731,GERARD AVENUE,10451,1004488,239764,40.8241151322597,-73.9269415178406,Bronx,02/25/2010 12:29:20 PM,Bait applied,03/01/2010 09:36:15 AM,"(40.8241151322597, -73.9269415178406)"
BAIT,4176,PO24964,4,2024520054,2,02452,0054,230,EAST 167 STREET,10456,1007621,242939,40.8337385486953,-73.9155369455966,Bronx,02/25/2010 12:10:41 PM,Bait applied,03/01/2010 09:36:50 AM,"(40.8337385486953, -73.9155369455966)"
BAIT,4177,PO29588,4,2031560150,2,03156,0150,2115,RYER AVENUE,10457,1011723,250447,40.8535160191565,-73.9006297901815,Bronx,02/25/2010 11:35:58 AM,Bait applied,02/25/2010 03:46:58 PM,"(40.8535160191565, -73.9006297901815)"
BAIT,4178,PO29585,4,2031560155,2,03156,0155,2105,RYER AVENUE,10457,1011688,250292,40.8533898158386,-73.9006914298422,Bronx,02/25/2010 11:43:27 AM,Bait applied,02/25/2010 03:47:18 PM,"(40.8533898158386, -73.9006914298422)"
BAIT,4179,PO17616,4,2032790075,2,03279,0075,2869,WEBSTER AVENUE,10458,1016351,255203,40.8670951903732,-73.883939916996,Bronx,02/25/2010 11:56:34 AM,Bait applied,02/25/2010 04:06:07 PM,"(40.8670951903732, -73.883939916996)"
BAIT,4193,PO20733,4,5016000105,5,01600,0105,000,LAMBERTS LANE,10314,937708,163702,40.6158847078568,-74.1676551575266,Staten Island,02/25/2010 11:47:43 AM,Bait applied,03/02/2010 01:05:09 PM,"(40.6158847078568, -74.1676551575266)"
BAIT,4203,PO47567,4,5012130052,5,01213,0052,47,UNION AVENUE,10303,940395,170818,40.6354302617921,-74.1580226267723,Staten Island,02/25/2010 01:17:28 PM,Bait applied,03/02/2010 01:04:58 PM,"(40.6354302617921, -74.1580226267723)"
BAIT,4205,PO42227,4,5034180001,5,03418,0001,000,VULCAN STREET,10305,962966,154267,40.5900843132075,-74.0766441265486,Staten Island,02/25/2010 09:09:41 AM,Bait applied,03/02/2010 01:04:40 PM,"(40.5900843132075, -74.0766441265486)"
BAIT,4206,PO30727,4,3038350026,3,03835,0026,510,RIVERDALE AVENUE,11207,1012795,180734,40.662703746082,-73.8971113629706,Brooklyn,02/25/2010 02:19:45 PM,Bait applied,03/01/2010 09:45:33 AM,"(40.662703746082, -73.8971113629706)"
BAIT,4207,PO33751,4,3038750014,3,03875,0014,705,HINSDALE STREET,11207,1012862,178679,40.6570693110652,-73.8968807550052,Brooklyn,02/25/2010 02:34:08 PM,Bait applied,03/01/2010 09:44:59 AM,"(40.6570693110652, -73.8968807550052)"
BAIT,4208,PO38724,4,3045920038,3,04592,0038,33,EAST 51 STREET,11203,1003566,180242,40.66137825889,-73.9303780986239,Brooklyn,02/25/2010 10:52:47 AM,Bait applied,03/01/2010 09:45:54 AM,"(40.66137825889, -73.9303780986239)"
BAIT,4210,PO36266,4,3040380015,3,04038,0015,816,BELMONT AVENUE,11208,1017696,184490,40.6729959626914,-73.8794274062145,Brooklyn,02/25/2010 12:31:19 PM,Bait applied,03/01/2010 09:38:06 AM,"(40.6729959626914, -73.8794274062145)"
BAIT,4211,PO32523,4,3039800012,3,03980,0012,564,LIBERTY AVENUE,11207,1015067,185407,40.6755224615104,-73.8889007293449,Brooklyn,02/25/2010 12:53:45 PM,Bait applied,03/01/2010 09:39:06 AM,"(40.6755224615104, -73.8889007293449)"
BAIT,4212,PO36205,4,3040880051,3,04088,0051,563,NEW LOTS AVENUE,11207,1015348,181262,40.6641443892884,-73.8879068111335,Brooklyn,02/25/2010 01:05:28 PM,Bait applied,03/01/2010 09:39:54 AM,"(40.6641443892884, -73.8879068111335)"
BAIT,4215,PO43420,4,3037550030,3,03755,0030,366,NEW JERSEY AVENUE,11207,1013525,183536,40.6703922238885,-73.8944679594718,Brooklyn,02/25/2010 11:28:35 AM,Bait applied,03/01/2010 09:41:40 AM,"(40.6703922238885, -73.8944679594718)"
BAIT,4216,PO32106,3,3046790057,3,04679,0057,281,EAST 53 STREET,11203,1004344,177203,40.6530351419879,-73.9275829598717,Brooklyn,02/25/2010 10:00:03 AM,Bait applied,03/01/2010 09:43:36 AM,"(40.6530351419879, -73.9275829598717)"
BAIT,4217,PO32105,3,3046790011,3,04679,0011,214,EAST 54 STREET,11203,1004594,177396,40.653564313892,-73.9266813997093,Brooklyn,02/25/2010 10:20:57 AM,Bait applied,03/01/2010 09:43:57 AM,"(40.653564313892, -73.9266813997093)"
BAIT,4218,PO32921,3,3046780047,3,04678,0047,341,EAST 52 STREET,11203,1004086,177055,40.6526294960615,-73.9285132044509,Brooklyn,02/25/2010 10:35:07 AM,Bait applied,03/01/2010 09:44:17 AM,"(40.6526294960615, -73.9285132044509)"
BAIT,4226,PO15492,4,2033000033,2,03300,0033,2710,VALENTINE AVENUE,10458,1014094,255086,40.8667819811478,-73.8921010373251,Bronx,03/01/2010 08:49:41 AM,Bait applied,03/01/2010 03:07:47 PM,"(40.8667819811478, -73.8921010373251)"
BAIT,4229,PO22648,3,2037380074,2,03738,0074,1119,WHEELER AVENUE,10472,1017483,240337,40.8262883581141,-73.8799206454505,Bronx,03/01/2010 12:36:54 PM,Bait applied,03/01/2010 03:05:28 PM,"(40.8262883581141, -73.8799206454505)"
BAIT,4235,PO22634,3,2037390027,2,03739,0027,1150,WHEELER AVENUE,10472,1017542,240775,40.8274903166448,-73.8797052774798,Bronx,03/01/2010 11:54:10 AM,Bait applied,03/01/2010 03:06:35 PM,"(40.8274903166448, -73.8797052774798)"
BAIT,4236,PO17394,3,2038750041,2,03875,0041,1394,COMMONWEALTH AVENUE,10472,1020532,243308,40.8344308718743,-73.8688871206841,Bronx,03/01/2010 11:15:07 AM,Bait applied,03/01/2010 01:44:00 PM,"(40.8344308718743, -73.8688871206841)"
BAIT,4238,PO17727,3,2038930003,2,03893,0003,1711,EAST 174 STREET,10472,1019865,243417,40.8347327592432,-73.8712970184229,Bronx,03/01/2010 11:27:20 AM,Bait applied,03/01/2010 03:06:45 PM,"(40.8347327592432, -73.8712970184229)"
BAIT,4242,PO46186,3,2043370027,2,04337,0027,620,THWAITES PLACE,10467,1020177,252145,40.8586871942132,-73.8701227073747,Bronx,03/01/2010 09:21:10 AM,Bait applied,03/01/2010 03:06:55 PM,"(40.8586871942132, -73.8701227073747)"
BAIT,4256,PO30862,6,2032120015,2,03212,0015,2272,DR M L KING JR BLVD,10468,1010007,252660,40.8601362381353,-73.906887595856,Bronx,03/01/2010 12:39:33 PM,Bait applied,03/01/2010 03:07:56 PM,"(40.8601362381353, -73.906887595856)"
BAIT,4257,PO23824,5,2024710024,2,02471,0024,1035,GRAND CONCOURSE,10452,1006086,241942,40.8304897369039,-73.9207120261256,Bronx,03/01/2010 01:02:11 PM,Bait applied,03/01/2010 03:08:23 PM,"(40.8304897369039, -73.9207120261256)"
BAIT,4258,PO32418,5,2033360001,2,03336,0001,277,VANCORTLANDT AVENUE EAST,10467,1017363,258712,40.8767168341197,-73.8802621227146,Bronx,03/01/2010 11:18:47 AM,Bait applied,03/01/2010 02:47:24 PM,"(40.8767168341197, -73.8802621227146)"
BAIT,4259,PO39644,5,2046660036,2,04666,0036,715,EAST 218 STREET,10467,1022306,260954,40.8828561860473,-73.8623758584293,Bronx,03/01/2010 11:43:31 AM,Bait applied,03/01/2010 02:54:29 PM,"(40.8828561860473, -73.8623758584293)"
BAIT,4261,PO17611,4,2043520010,2,04352,0010,2330,WALLACE AVENUE,10467,1021702,252709,40.8602288609941,-73.8646063369461,Bronx,03/01/2010 10:05:35 AM,Bait applied,03/01/2010 03:07:06 PM,"(40.8602288609941, -73.8646063369461)"
BAIT,4275,PO31874,3,2031480025,2,03148,0025,2489,TIEBOUT AVENUE,10458,1013194,253220,40.8616271371237,-73.8950213113283,Bronx,03/01/2010 10:53:56 AM,Bait applied,03/01/2010 03:12:32 PM,"(40.8616271371237, -73.8950213113283)"
BAIT,4276,PO33291,3,2031720016,2,03172,0016,2338,MORRIS AVENUE,10468,1011634,252265,40.859052682772,-73.9013264581091,Bronx,03/01/2010 11:39:59 AM,Bait applied,03/01/2010 03:09:14 PM,"(40.859052682772, -73.9013264581091)"
BAIT,4277,PO33312,3,2031720025,2,03172,0025,2333,CRESTON AVENUE,10468,1011767,252204,40.8586484325537,-73.9004196785334,Bronx,03/01/2010 11:17:38 AM,Bait applied,03/01/2010 03:09:28 PM,"(40.8586484325537, -73.9004196785334)"
BAIT,4278,PO33310,3,2031720032,2,03172,0032,2315,CRESTON AVENUE,10468,1011698,252061,40.8583192401982,-73.9006189985835,Bronx,03/01/2010 11:23:54 AM,Bait applied,03/01/2010 03:09:44 PM,"(40.8583192401982, -73.9006189985835)"
BAIT,4280,PO32668,3,2031730050,2,03173,0050,2409,CRESTON AVENUE,10468,1012023,252876,40.8605687797867,-73.8993322546809,Bronx,03/01/2010 11:09:18 AM,Bait applied,03/01/2010 03:10:10 PM,"(40.8605687797867, -73.8993322546809)"
BAIT,4282,PO54613,3,2031790041,2,03179,0041,2105,WALTON AVENUE,10453,1010383,250607,40.8544945087265,-73.9055336543059,Bronx,03/01/2010 12:12:47 PM,Bait applied,03/01/2010 03:12:12 PM,"(40.8544945087265, -73.9055336543059)"
BAIT,4283,PO34082,3,2031820050,2,03182,0050,2249,MORRIS AVENUE,10453,1011147,251570,40.8572174599742,-73.9024823592711,Bronx,03/01/2010 11:57:06 AM,Bait applied,03/01/2010 03:10:22 PM,"(40.8572174599742, -73.9024823592711)"
BAIT,4284,PO38561,5,2032790075,2,03279,0075,396,BEDFORD PARK BL EAST,10458,1016400,255319,40.8674133955913,-73.8837621919399,Bronx,03/01/2010 10:50:23 AM,Bait applied,03/01/2010 03:07:36 PM,"(40.8674133955913, -73.8837621919399)"
BAIT,4286,PO54203,3,1021310022,1,02131,0022,186,AUDUBON AVENUE,10033,1001984,246938,40.8443652586927,-73.9355429493662,Manhattan,03/01/2010 11:10:33 AM,Bait applied,03/02/2010 10:10:51 AM,"(40.8443652586927, -73.9355429493662)"
BAIT,4289,PO54174,3,1021330026,1,02133,0026,565,WEST 175 STREET,10033,1002042,247278,40.8451201999435,-73.9358060632544,Manhattan,03/01/2010 11:45:28 AM,Bait applied,03/02/2010 10:12:23 AM,"(40.8451201999435, -73.9358060632544)"
BAIT,4290,PO54148,3,1021330050,1,02133,0050,220,AUDUBON AVENUE,10033,1002275,247437,40.845665714123,-73.9345911151323,Manhattan,03/01/2010 12:35:12 PM,Bait applied,03/01/2010 03:19:53 PM,"(40.845665714123, -73.9345911151323)"
BAIT,4292,PO54072,3,1021330063,1,02133,0063,1348,ST NICHOLAS AVENUE,10033,1002201,247825,40.8470138226009,-73.9354030348181,Manhattan,03/01/2010 01:55:24 PM,Bait applied,03/02/2010 10:13:30 AM,"(40.8470138226009, -73.9354030348181)"
BAIT,4305,PO44199,3,1022380001,1,02238,0001,675,ACADEMY STREET,10034,1004969,255144,40.8668134884815,-73.9252965570198,Manhattan,03/01/2010 10:31:44 PM,Bait applied,03/02/2010 10:20:11 AM,"(40.8668134884815, -73.9252965570198)"
BAIT,4306,PO44200,3,1022380042,1,02238,0042,4841,BROADWAY,10034,1005019,255036,40.8664592751298,-73.9250691796444,Manhattan,03/01/2010 10:10:07 PM,Bait applied,03/02/2010 10:20:36 AM,"(40.8664592751298, -73.9250691796444)"
BAIT,4308,PO65057,2,4034610053,4,03461,0053,1715,CORNELIA STREET,11385,1010398,194483,40.7004551935381,-73.905700431605,Queens,03/01/2010 11:25:24 AM,Bait applied,03/01/2010 03:26:56 PM,"(40.7004551935381, -73.905700431605)"
BAIT,4309,PO30402,5,4034690049,4,03469,0049,1883,WOODBINE STREET,11385,1010502,195770,40.703987387592,-73.9053203233078,Queens,03/01/2010 11:46:20 AM,Bait applied,03/01/2010 03:25:08 PM,"(40.703987387592, -73.9053203233078)"
BAIT,4310,PO33849,5,4035460043,4,03546,0043,1662,PUTNAM AVENUE,11385,1009900,194139,40.6995124543719,-73.9074978518079,Queens,03/01/2010 01:25:18 PM,Bait applied,03/01/2010 03:25:39 PM,"(40.6995124543719, -73.9074978518079)"
BAIT,4311,PO33848,5,4035460049,4,03546,0049,1670,PUTNAM AVENUE,11385,1009935,194186,40.6996413564726,-73.9073714417134,Queens,03/01/2010 01:02:01 PM,Bait applied,03/01/2010 03:26:00 PM,"(40.6996413564726, -73.9073714417134)"
BAIT,4313,PO30922,4,1021270022,1,02127,0022,551,WEST 170 STREET,10032,1001454,245984,40.8418276548944,-73.9378223173734,Manhattan,03/01/2010 12:49:58 PM,Bait applied,03/02/2010 10:07:58 AM,"(40.8418276548944, -73.9378223173734)"
BAIT,4317,PO48751,5,1021760144,1,02176,0144,703,WEST 180 STREET,10033,1001642,248938,40.8496247952783,-73.9367704194685,Manhattan,03/01/2010 01:28:00 PM,Bait applied,03/02/2010 10:22:07 AM,"(40.8496247952783, -73.9367704194685)"
BAIT,4320,PO34811,4,1021420100,1,02142,0100,621,WEST 172 STREET,10032,1001040,246802,40.8440736219262,-73.9393165232437,Manhattan,03/01/2010 12:22:38 PM,Bait applied,03/02/2010 10:03:17 AM,"(40.8440736219262, -73.9393165232437)"
BAIT,4321,PO30482,4,3037430015,3,03743,0015,106,BELMONT AVENUE,11212,1010249,183034,40.6690245735954,-73.9062793809809,Brooklyn,03/01/2010 02:15:58 PM,Bait applied,03/03/2010 09:45:16 AM,"(40.6690245735954, -73.9062793809809)"
BAIT,4322,PO33058,3,3013950017,3,01395,0017,988,EASTERN PARKWAY,11213,1002142,183029,40.6690372132483,-73.9355073301927,Brooklyn,03/01/2010 12:40:14 PM,Bait applied,03/03/2010 09:33:23 AM,"(40.6690372132483, -73.9355073301927)"
BAIT,4323,PO33059,4,3013950013,3,01395,0013,972,EASTERN PARKWAY,11213,1002039,183036,40.6690566341758,-73.9358786214422,Brooklyn,03/01/2010 12:11:20 PM,Bait applied,03/03/2010 09:33:47 AM,"(40.6690566341758, -73.9358786214422)"
