"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-16","5.9"," 0317"," 0326","0.0","0.0","0.0",,"-1.1","-4.4","  260","  270","11.2","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-17","4.7"," 1309"," 1041","0.0","0.0","0.0",,"3.3","-5.6","  310","  310","9.4","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-18","3.2"," 1358"," 0003","0.0","0.0","0.0",,"2.8","-3.9","  240","  290","6.3","7.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-19","4.0"," 2337"," 1841","0.0","0.0","0.0",,"3.3","-2.2","  350","   10","7.2","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-20","8.5"," 1746"," 1800","0.0","0.0","0.0",,"3.9","-3.3","  320","  330","13.0","16.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-21","8.5"," 0944"," 0854","0.0","0.0","0.0",,"6.1","-1.7","  330","  330","13.4","17.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-22","7.5"," 2337"," 2336","0.0","0.0","0.0",,"5.0","-1.7","  320","  310","11.6","15.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-23","10.5"," 1338"," 1327","0.0","0.0","0.0",,"2.8","-0.6","  330","  330","15.6","19.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-24","6.8"," 0550"," 0626","0.0","0.0","0.0",,"5.6","-1.1","  340","  330","9.8","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-25","3.9"," 0547"," 0052","0.0","0.0","0.0",,"0.6","-3.3","  360","  360","7.6","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-26","9.6"," 2155"," 2154","17.5","267.0","0.0",,"-0.6","-5.6","  340","  340","21.5","26.4",,"    1",,,,,,"    1","    1",,,,,"    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-27","13.4"," 1428"," 0007","7.6","130.0","406.0",,"-2.8","-6.1","  330","  330","18.3","25.9",,"    1",,,,,,"    1","    1",,,,,"    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-28","6.9"," 0001"," 2354","0.0","0.0","381.0",,"3.3","-5.0","  320","  320","16.1","21.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-29","5.5"," 0434"," 0945","0.0","0.0","356.0",,"3.3","-2.2","  320","  320","9.8","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-30","2.4"," 1850"," 1845","0.0","0.0","305.0",,"3.9","-6.7","  240","  230","6.7","7.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2010-12-31","3.4"," 2027"," 2000","0.0","0.0","229.0",,"4.4","-1.1","  240","  230","5.8","6.7",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-01","3.1"," 1955"," 2238","0.0","0.0","178.0",,"6.1","0.6","  180","  170","6.3","6.7","    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-02","3.1"," 2311"," 2328","2.8","0.0","76.0",,"9.4","2.2","  320","  330","13.9","16.5","    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-03","7.4"," 0302"," 0240","0.0","0.0","0.0",,"2.2","-2.2","  320","  310","14.3","17.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-04","4.2"," 1018"," 1007","0.0","0.0","0.0",,"3.3","-2.2","  250","  250","6.7","8.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-05","5.1"," 1405"," 1404","0.0","0.0","0.0",,"4.4","-2.2","  310","  310","8.9","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-06","1.8"," 1428"," 1442","0.0","0.0","0.0",,"1.1","-5.0","  230","  230","4.5","5.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-07","3.9"," 1915"," 1952","1.8","20.0","0.0",,"2.2","-3.9","  280","  270","6.7","8.9","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-08","3.1"," 2311"," 2154","0.0","5.0","0.0",,"0.0","-6.7","  310","  300","7.6","10.3",,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-09","9.6"," 1943"," 1937","0.0","0.0","0.0",,"0.6","-2.8","  320","  320","14.8","18.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-10","7.3"," 0927"," 0936","0.0","0.0","0.0",,"2.2","-3.9","  320","  300","12.5","15.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-11","3.9"," 2358"," 2356","4.6","48.0","0.0",,"0.0","-5.0","  360","   10","9.4","10.7","    1",,,,,,,,,,,,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-12","8.6"," 2310"," 2357","10.7","107.0","152.0",,"0.0","-4.4","  320","  300","13.4","16.5","    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-13","7.6"," 2358"," 2357","0.0","0.0","152.0",,"-0.6","-7.8","  320","  300","12.5","16.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-14","3.8"," 2014"," 1123","0.0","0.0","152.0",,"-1.1","-9.4","  320","  330","6.7","9.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-15","5.0"," 1710"," 1605","0.0","0.0","127.0",,"2.2","-6.1","  200","  200","11.6","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-16","5.7"," 1042"," 1100","0.0","0.0","127.0",,"2.2","-3.3","  310","  300","10.7","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-17","3.9"," 0137"," 0316","0.0","0.0","102.0",,"-2.8","-6.7","  340","  330","7.6","9.4",,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-18","6.2"," 1241"," 0626","32.5","0.0","76.0",,"7.2","-4.4","   90","   60","9.8","13.0","    1",,,"    1",,,,,,,,"    1",,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-19","4.2"," 2245"," 2340","2.0","0.0","0.0",,"5.6","1.1","  310","  320","8.0","9.8","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-20","4.5"," 0119"," 0127","0.0","0.0","0.0",,"2.2","-1.1","  320","  330","10.7","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-21","7.6"," 0858"," 1330","9.7","99.0","102.0",,"1.1","-7.2","  310","  310","13.4","17.4","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-22","3.6"," 2359"," 2359","0.0","0.0","76.0",,"-3.9","-10.0","  310","  320","11.6","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-23","6.6"," 1706"," 1731","0.0","0.0","76.0",,"-3.9","-11.1","  320","  320","11.2","14.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-24","3.1"," 0057"," 0057","0.0","0.0","51.0",,"-3.9","-14.4","  320","  330","11.2","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-25","2.6"," 0346"," 0340","0.5","8.0","51.0",,"1.7","-4.4","  230","  230","6.3","7.6","    1",,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-26","6.3"," 1924"," 1920","15.5","152.0","51.0",,"1.1","-3.9","   30","   30","18.3","21.9",,"    1",,"    1",,"    1",,,"    1",,,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-27","5.9"," 0321"," 0233","9.7","109.0","305.0",,"2.8","-3.3","  330","  350","10.7","13.9",,"    1",,,,,,,"    1",,"    1",,,,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-28","2.1"," 1625"," 1623","0.3","5.0","279.0",,"1.7","-5.0","  190","  190","5.4","6.3","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-29","3.6"," 1626"," 1626","0.3","8.0","254.0",,"1.1","-5.0","  280","  280","7.2","8.0","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-30","3.9"," 2326"," 2307","0.0","0.0","229.0",,"3.9","-4.4","  330","  320","9.4","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-01-31","3.5"," 0116"," 0057","0.0","0.0","229.0",,"0.0","-6.7","  330","  340","7.6","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-01","5.0"," 1503"," 1503","1.8","13.0","229.0",,"0.6","-3.9","   40","   40","8.9","10.3","    1",,,"    1",,"    1",,"    1",,,,"    1",,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-02","5.4"," 2152"," 2011","17.5","0.0","203.0",,"3.9","-2.8","  290","  290","13.4","17.0","    1",,,,,,,,,,"    1","    1",,"    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-03","6.7"," 0808"," 0808","0.0","0.0","178.0",,"1.1","-4.4","  320","  320","13.4","15.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-04","5.4"," 1313"," 1314","0.0","0.0","152.0",,"0.6","-6.7","  260","  260","10.3","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-05","4.4"," 2103"," 2105","5.8","0.0","152.0",,"6.1","-5.6","  250","  250","17.0","20.6","    1","    1",,,,,,"    1",,,,"    1",,"    1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-06","6.3"," 0035"," 0003","0.0","0.0","127.0",,"7.2","0.0","  260","  250","13.9","17.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-07","2.6"," 2301"," 1507","2.5","0.0","102.0",,"4.4","-1.7","  130","  100","5.8","11.6","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-08","8.7"," 2151"," 2054","3.3","0.0","51.0",,"4.4","-7.2","  310","  300","16.1","20.6","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-09","6.8"," 0158"," 0127","0.0","0.0","25.0",,"-1.7","-8.9","  310","  300","11.2","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-10","6.0"," 1203"," 0013","0.0","0.0","25.0",,"-1.7","-5.0","  360","  220","9.4","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-11","5.1"," 1559"," 1448","0.0","0.0","25.0",,"2.2","-6.7","  200","  200","8.9","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-12","6.1"," 1614"," 1609","0.0","0.0","0.0",,"5.0","-4.4","  280","  280","13.0","17.0",,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-13","6.5"," 1431"," 1448","0.0","0.0","0.0",,"5.6","-4.4","  200","  190","11.6","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-14","8.7"," 2311"," 1454","0.0","0.0","0.0",,"15.0","2.2","  310","  270","18.3","23.7",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-15","8.5"," 2359"," 0352","0.0","0.0","0.0",,"3.3","-2.8","  320","  320","17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-16","3.2"," 1546"," 2025","0.0","0.0","0.0",,"6.1","-5.0","  180","  200","7.2","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-17","2.8"," 1224"," 1251","0.0","0.0","0.0",,"12.8","4.4","  210","  180","5.4","7.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-18","5.2"," 2144"," 2332","2.5","0.0","0.0",,"19.4","4.4","  280","  290","17.0","21.5","    1",,"    1",,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-19","13.2"," 1944"," 1213","0.0","0.0","0.0",,"12.2","-5.0","  330","  300","21.5","26.8",,,,,,,,,,,,,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-20","7.8"," 0032"," 0106","0.0","0.0","0.0",,"5.6","-5.6","  330","  320","17.4","21.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-21","5.6"," 1428"," 2246","4.8","58.0","51.0",,"3.3","-3.9","  360","   20","10.3","11.6","    1",,,,,,,,,,"    1",,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-22","6.9"," 0929"," 0050","0.0","0.0","51.0",,"1.1","-8.3","  360","   10","10.3","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-23","3.9"," 0145"," 0144","0.0","0.0","25.0",,"6.1","-5.6","  350","  360","8.9","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-24","3.8"," 1726"," 1610","1.5","0.0","0.0",,"5.0","-5.0","  180","  180","9.8","12.5",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-25","9.3"," 1052"," 1053","32.0","0.0","0.0",,"12.2","0.6","  190","  190","18.3","22.8","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-26","5.1"," 0043"," 0034","0.0","0.0","0.0",,"5.6","0.0","  320","  320","10.3","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-27","4.5"," 1049"," 0955","0.0","0.0","0.0",,"11.7","3.9","  330","  320","10.3","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-02-28","7.7"," 1254"," 0844","9.4","0.0","0.0",,"15.6","4.4","  190","  130","13.0","16.1","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-01","6.6"," 0306"," 0258","0.0","0.0","0.0",,"9.4","0.6","  340","  330","12.5","16.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-02","9.1"," 2027"," 2129","0.0","0.0","0.0",,"13.3","-3.3","  330","  340","16.1","19.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-03","4.7"," 0007"," 0007","0.0","0.0","0.0",,"0.6","-6.7","  340","  340","13.0","15.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-04","5.0"," 1638"," 1418","0.0","0.0","0.0",,"5.0","-4.4","  130","  130","8.0","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-05","5.9"," 1310"," 1313","0.0","0.0","0.0",,"11.7","5.0","  180","  190","11.2","13.9",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-06","7.6"," 2343"," 2057","33.5","0.0","0.0",,"10.6","7.2","  150","  160","15.6","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-07","8.7"," 0000"," 0034","1.8","0.0","0.0",,"10.6","1.1","  160","  160","13.9","17.4","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-08","3.8"," 0839"," 0901","0.0","0.0","0.0",,"8.9","-1.7","  360","  350","7.6","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-09","7.2"," 2307"," 2304","0.0","0.0","0.0",,"6.7","-0.6","  100","  100","11.6","14.8",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-10","11.0"," 2231"," 2154","13.5","0.0","0.0",,"9.4","3.3","  100","  120","14.3","18.3","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-11","6.7"," 0044"," 0135","16.3","0.0","0.0",,"12.8","5.0","  120","  120","14.3","19.2","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-12","6.7"," 0938"," 0936","0.0","0.0","0.0",,"12.8","3.3","  270","  270","10.7","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-13","7.2"," 0711"," 0710","0.0","0.0","0.0",,"11.7","3.9","  290","  290","13.4","16.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-14","3.6"," 0732"," 0655","0.0","0.0","0.0",,"7.8","2.2","  310","  330","8.0","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-15","4.6"," 1531"," 1758","0.0","0.0","0.0",,"7.2","-0.6","  140","  130","8.0","9.8",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-16","4.4"," 1127"," 2355","17.8","0.0","0.0",,"14.4","4.4","  340","  310","7.2","8.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-17","5.2"," 1836"," 1800","0.0","0.0","0.0",,"16.7","7.2","  190","  190","9.4","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-18","5.7"," 1345"," 1439","0.0","0.0","0.0",,"26.1","7.2","  300","  320","12.5","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-19","8.1"," 0645"," 0645","0.0","0.0","0.0",,"16.1","3.9","  330","  320","14.3","16.5",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-20","4.6"," 1300"," 1308","0.0","0.0","0.0",,"8.3","1.1","  200","  200","7.2","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-21","4.7"," 0738"," 0746","8.4","0.0","0.0",,"8.3","2.8","  180","  180","11.2","13.9","    1",,,,,,,"    1",,,,"    1",,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-22","6.5"," 0805"," 0921","0.0","0.0","0.0",,"11.7","5.0","  330","  340","10.3","13.0","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-23","3.2"," 1650"," 1650","18.0","23.0","25.0",,"6.1","0.6","  100","  100","8.9","10.7","    1",,"    1","    1",,,,,,,,"    1",,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-24","6.1"," 2155"," 2132","1.8","10.0","25.0",,"7.2","0.0","  330","  340","10.3","13.4","    1",,,,,,,,,,"    1",,,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-25","6.1"," 2234"," 2253","0.0","0.0","0.0",,"6.1","-1.7","  330","  340","10.7","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-26","7.1"," 1509"," 1927","0.0","0.0","0.0",,"5.0","-2.8","  310","  330","10.3","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-27","6.6"," 2341"," 1906","0.0","0.0","0.0",,"7.8","-1.7","  330","  310","12.5","15.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-28","8.1"," 2135"," 1845","0.0","0.0","0.0",,"8.3","-2.8","  320","  300","11.6","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-29","7.5"," 1648"," 1719","0.0","0.0","0.0",,"10.6","0.0","  330","  320","12.5","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-30","4.3"," 1638"," 1643","0.0","0.0","0.0",,"9.4","2.2","  190","  190","9.4","10.7",,,,,,,,,,,,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-03-31","4.5"," 2027"," 2026","4.6","0.0","0.0",,"6.7","2.8","   50","   50","8.0","10.3","    1",,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-04-01","5.9"," 2157"," 1617","4.3","0.0","0.0",,"7.2","0.6","  290","  320","10.7","13.4","    1",,,"    1",,,,,,,"    1",,,"    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-04-02","7.5"," 1427"," 1426","0.0","0.0","0.0",,"13.9","3.3","  280","  280","12.5","16.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2011-04-03","6.6"," 1111"," 1300","0.0","0.0","0.0",,"15.6","6.1","  310","  310","13.0","16.1",,,,,,,,,,,,,,"    1",,,,,
